confidence,context,coordinates,extraction_method,field_label,field_name,field_type,page_number,required,table_info,validation_rules,value
0.7,"Table 2, Row 28",,docx_table,7. 7. Interest and investment income Interest and investment income Interest and investment income I,7_7_interest_and_investment_income_interest_and_in,currency,0,False,"{'table_index': 1, 'row_index': 27}",,
0.7,"Table 2, Row 29",,docx_table,8. 8. Pension income (including CPP and OAS) Pension income (including CPP and OAS) Pension income (,8_8_pension_income_including_cpp_and_oas_pension_i,currency,0,False,"{'table_index': 1, 'row_index': 28}",,
0.7,"Table 2, Row 30",,docx_table,9. 9. Spousal support received from a former spouse/partner Spousal support received from a former s,9_9_spousal_support_received_from_a_former_spouse_,currency,0,False,"{'table_index': 1, 'row_index': 29}",,
0.7,"Table 2, Row 31",,docx_table,10. 10. Child Tax Benefits or Tax Rebates (e.g. GST) Child Tax Benefits or Tax Rebates (e.g. GST) Ch,10_10_child_tax_benefits_or_tax_rebates_e_g_gst_ch,currency,0,False,"{'table_index': 1, 'row_index': 30}",,
0.7,"Table 2, Row 32",,docx_table,"11. 11. Other sources of income (e.g. RRSP withdrawals, capital gains) (*attach Schedule A and divid",11_11_other_sources_of_income_e_g_rrsp_withdrawals,currency,0,False,"{'table_index': 1, 'row_index': 31}",,
0.7,"Table 2, Row 33",,docx_table,12. 12. Total monthly income from all sources: Total monthly income from all sources: Total monthly ,12_12_total_monthly_income_from_all_sources_total_,currency,0,False,"{'table_index': 1, 'row_index': 32}",,
0.7,"Table 2, Row 34",,docx_table,13. 13. Total monthly income X 12 = Total annual income: Total monthly income X 12 = Total annual in,13_13_total_monthly_income_x_12_total_annual_incom,currency,0,False,"{'table_index': 1, 'row_index': 33}",,
0.7,"Table 3, Row 8",,docx_table,                                                      $                  ,field,currency,0,False,"{'table_index': 2, 'row_index': 7}",,
0.7,"Table 3, Row 15",,docx_table,"CPP contributions CPP contributions CPP contributions $        Public transit, taxis Public transit,",cpp_contributions_cpp_contributions_cpp_contributi,currency,0,False,"{'table_index': 2, 'row_index': 14}",,
0.7,"Table 3, Row 16",,docx_table,EI premiums EI premiums EI premiums $        Gas and oil Gas and oil Gas and oil Gas and oil Gas and,ei_premiums_ei_premiums_ei_premiums_gas_and_oil_ga,currency,0,False,"{'table_index': 2, 'row_index': 15}",,
0.7,"Table 3, Row 17",,docx_table,Income taxes Income taxes Income taxes $        Car insurance and license Car insurance and license ,income_taxes_income_taxes_income_taxes_car_insuran,currency,0,False,"{'table_index': 2, 'row_index': 16}",,
0.7,"Table 3, Row 18",,docx_table,Employee pension contributions Employee pension contributions Employee pension contributions $      ,employee_pension_contributions_employee_pension_co,currency,0,False,"{'table_index': 2, 'row_index': 17}",,
0.7,"Table 3, Row 19",,docx_table,Union dues Union dues Union dues $        Parking Parking Parking Parking Parking $      ,union_dues_union_dues_union_dues_parking_parking_p,currency,0,False,"{'table_index': 2, 'row_index': 18}",,
0.7,"Table 3, Row 20",,docx_table,SUBTOTAL SUBTOTAL SUBTOTAL $        Car Loan or Lease Payments Car Loan or Lease Payments Car Loan o,subtotal_subtotal_subtotal_car_loan_or_lease_payme,currency,0,False,"{'table_index': 2, 'row_index': 19}",,
0.7,"Table 3, Row 21",,docx_table,Housing Housing Housing Housing Housing  SUBTOTAL SUBTOTAL SUBTOTAL SUBTOTAL SUBTOTAL $      ,housing_housing_housing_housing_housing_subtotal_s,currency,0,False,"{'table_index': 2, 'row_index': 20}",,
0.7,"Table 3, Row 22",,docx_table,Rent or mortgage Rent or mortgage Rent or mortgage $        Health Health Health Health Health Healt,rent_or_mortgage_rent_or_mortgage_rent_or_mortgage,currency,0,False,"{'table_index': 2, 'row_index': 21}",,
0.7,"Table 3, Row 23",,docx_table,Property taxes Property taxes Property taxes $        Health insurance premiums Health insurance pre,property_taxes_property_taxes_property_taxes_healt,currency,0,False,"{'table_index': 2, 'row_index': 22}",,
0.7,"Table 3, Row 24",,docx_table,Property insurance Property insurance Property insurance $        Dental expenses Dental expenses De,property_insurance_property_insurance_property_ins,currency,0,False,"{'table_index': 2, 'row_index': 23}",,
0.7,"Table 3, Row 25",,docx_table,Condominium fees Condominium fees Condominium fees $        Medicine and drugs Medicine and drugs Me,condominium_fees_condominium_fees_condominium_fees,currency,0,False,"{'table_index': 2, 'row_index': 24}",,
0.7,"Table 3, Row 26",,docx_table,Repairs and maintenance Repairs and maintenance Repairs and maintenance $        Eye care Eye care E,repairs_and_maintenance_repairs_and_maintenance_re,currency,0,False,"{'table_index': 2, 'row_index': 25}",,
0.7,"Table 3, Row 27",,docx_table,SUBTOTAL SUBTOTAL SUBTOTAL $        SUBTOTAL SUBTOTAL SUBTOTAL SUBTOTAL SUBTOTAL $      ,subtotal_subtotal_subtotal_subtotal_subtotal_subto,currency,0,False,"{'table_index': 2, 'row_index': 26}",,
0.7,"Table 3, Row 29",,docx_table,Water Water Water $        Clothing Clothing Clothing Clothing Clothing $      ,water_water_water_clothing_clothing_clothing_cloth,currency,0,False,"{'table_index': 2, 'row_index': 28}",,
0.7,"Table 3, Row 30",,docx_table,Heat Heat Heat $        Hair care and beauty Hair care and beauty Hair care and beauty Hair care and,heat_heat_heat_hair_care_and_beauty_hair_care_and_,currency,0,False,"{'table_index': 2, 'row_index': 29}",,
0.7,"Table 3, Row 31",,docx_table,Electricity Electricity Electricity $        Alcohol and tobacco Alcohol and tobacco Alcohol and tob,electricity_electricity_electricity_alcohol_and_to,currency,0,False,"{'table_index': 2, 'row_index': 30}",,
0.7,"Table 4, Row 6",,docx_table,Telephone Telephone Telephone Telephone $              Education (specify)       Education (specify),telephone_telephone_telephone_telephone_education_,currency,0,False,"{'table_index': 3, 'row_index': 5}",,
0.7,"Table 4, Row 7",,docx_table,Cell phone Cell phone Cell phone Cell phone $              Entertainment/recreation (including child,cell_phone_cell_phone_cell_phone_cell_phone_entert,currency,0,False,"{'table_index': 3, 'row_index': 6}",,
0.7,"Table 4, Row 8",,docx_table,Cable Cable Cable Cable $              Gifts Gifts Gifts Gifts Gifts Gifts $      ,cable_cable_cable_cable_gifts_gifts_gifts_gifts_gi,currency,0,False,"{'table_index': 3, 'row_index': 7}",,
0.7,"Table 4, Row 9",,docx_table,Internet Internet Internet Internet $              SUBTOTAL SUBTOTAL SUBTOTAL SUBTOTAL SUBTOTAL SUBT,internet_internet_internet_internet_subtotal_subto,currency,0,False,"{'table_index': 3, 'row_index': 8}",,
0.7,"Table 4, Row 10",,docx_table,SUBTOTAL SUBTOTAL SUBTOTAL SUBTOTAL $              Other expenses Other expenses Other expenses Othe,subtotal_subtotal_subtotal_subtotal_other_expenses,currency,0,False,"{'table_index': 3, 'row_index': 9}",,
0.7,"Table 4, Row 11",,docx_table,Household Expenses Household Expenses Household Expenses Household Expenses Household Expenses House,household_expenses_household_expenses_household_ex,currency,0,False,"{'table_index': 3, 'row_index': 10}",,
0.7,"Table 4, Row 12",,docx_table,Groceries Groceries Groceries Groceries $              RRSP/RESP withdrawals RRSP/RESP withdrawals R,groceries_groceries_groceries_groceries_rrsp_resp_,currency,0,False,"{'table_index': 3, 'row_index': 11}",,
0.7,"Table 4, Row 13",,docx_table,Household supplies Household supplies Household supplies Household supplies $              Vacations,household_supplies_household_supplies_household_su,currency,0,False,"{'table_index': 3, 'row_index': 12}",,
0.7,"Table 4, Row 14",,docx_table,Meals outside the home Meals outside the home Meals outside the home Meals outside the home $       ,meals_outside_the_home_meals_outside_the_home_meal,currency,0,False,"{'table_index': 3, 'row_index': 13}",,
0.7,"Table 4, Row 15",,docx_table,Pet care Pet care Pet care Pet care $              Clothing for children Clothing for children Cloth,pet_care_pet_care_pet_care_pet_care_clothing_for_c,currency,0,False,"{'table_index': 3, 'row_index': 14}",,
0.7,"Table 4, Row 16",,docx_table,Laundry and Dry Cleaning Laundry and Dry Cleaning Laundry and Dry Cleaning Laundry and Dry Cleaning ,laundry_and_dry_cleaning_laundry_and_dry_cleaning_,currency,0,False,"{'table_index': 3, 'row_index': 15}",,
0.7,"Table 4, Row 17",,docx_table,SUBTOTAL SUBTOTAL SUBTOTAL SUBTOTAL $              Summer camp expenses Summer camp expenses Summer ,subtotal_subtotal_subtotal_subtotal_summer_camp_ex,currency,0,False,"{'table_index': 3, 'row_index': 16}",,
0.7,"Table 4, Row 18",,docx_table,Childcare Costs Childcare Costs Childcare Costs Childcare Costs Childcare Costs Childcare Costs Chil,childcare_costs_childcare_costs_childcare_costs_ch,currency,0,False,"{'table_index': 3, 'row_index': 17}",,
0.7,"Table 4, Row 19",,docx_table,Daycare expense Daycare expense Daycare expense Daycare expense $              Support paid for othe,daycare_expense_daycare_expense_daycare_expense_da,currency,0,False,"{'table_index': 3, 'row_index': 18}",,
0.7,"Table 4, Row 20",,docx_table,Babysitting costs Babysitting costs Babysitting costs Babysitting costs $              Other expense,babysitting_costs_babysitting_costs_babysitting_co,currency,0,False,"{'table_index': 3, 'row_index': 19}",,
0.7,"Table 4, Row 21",,docx_table,SUBTOTAL SUBTOTAL SUBTOTAL SUBTOTAL $              SUBTOTAL SUBTOTAL SUBTOTAL SUBTOTAL SUBTOTAL SUBT,subtotal_subtotal_subtotal_subtotal_subtotal_subto,currency,0,False,"{'table_index': 3, 'row_index': 20}",,
0.7,"Table 4, Row 23",,docx_table,      Total Amount of Monthly Expenses Total Amount of Monthly Expenses Total Amount of Monthly Expe,total_amount_of_monthly_expenses_total_amount_of_m,currency,0,False,"{'table_index': 3, 'row_index': 22}",,
0.7,"Table 4, Row 24",,docx_table,      Total Amount of Yearly Expenses Total Amount of Yearly Expenses Total Amount of Yearly Expense,total_amount_of_yearly_expenses_total_amount_of_ye,currency,0,False,"{'table_index': 3, 'row_index': 23}",,
0.7,"Table 4, Row 28",,docx_table,Real Estate Real Estate 1                                                       $                  ,real_estate_real_estate_1,currency,0,False,"{'table_index': 3, 'row_index': 27}",,
0.7,"Table 4, Row 29",,docx_table,Real Estate Real Estate 2                                                       $                  ,real_estate_real_estate_2,currency,0,False,"{'table_index': 3, 'row_index': 28}",,
0.7,"Table 4, Row 30",,docx_table,Real Estate Real Estate 3                                                       $                  ,real_estate_real_estate_3,currency,0,False,"{'table_index': 3, 'row_index': 29}",,
0.7,"Table 4, Row 32",,docx_table,"Cars, Boats, Vehicles Cars, Boats, Vehicles 1                                                       ",cars_boats_vehicles_cars_boats_vehicles_1,currency,0,False,"{'table_index': 3, 'row_index': 31}",,
0.7,"Table 4, Row 33",,docx_table,"Cars, Boats, Vehicles Cars, Boats, Vehicles 2                                                       ",cars_boats_vehicles_cars_boats_vehicles_2,currency,0,False,"{'table_index': 3, 'row_index': 32}",,
0.7,"Table 4, Row 34",,docx_table,"Cars, Boats, Vehicles Cars, Boats, Vehicles 3                                                       ",cars_boats_vehicles_cars_boats_vehicles_3,currency,0,False,"{'table_index': 3, 'row_index': 33}",,
0.7,"Table 5, Row 6",,docx_table,"Other Possessions of Value (e.g. computers, jewellery, collections) Other Possessions of Value (e.g.",other_possessions_of_value_e_g_computers_jewellery,currency,0,False,"{'table_index': 4, 'row_index': 5}",,
0.7,"Table 5, Row 10",,docx_table,"Investments (e.g. bonds, shares, term deposits and mutual funds) Investments (e.g. bonds, shares, te",investments_e_g_bonds_shares_term_deposits_and_mut,currency,0,False,"{'table_index': 4, 'row_index': 9}",,
0.7,"Table 5, Row 14",,docx_table,Bank Accounts Bank Accounts 1                                                 $      ,bank_accounts_bank_accounts_1,currency,0,False,"{'table_index': 4, 'row_index': 13}",,
0.7,"Table 5, Row 15",,docx_table,Bank Accounts Bank Accounts 2                                                 $      ,bank_accounts_bank_accounts_2,currency,0,False,"{'table_index': 4, 'row_index': 14}",,
0.7,"Table 5, Row 16",,docx_table,Bank Accounts Bank Accounts 3                                                 $      ,bank_accounts_bank_accounts_3,currency,0,False,"{'table_index': 4, 'row_index': 15}",,
0.7,"Table 5, Row 18",,docx_table,"Savings Plans R.R.S.P.s 
Pension Plans R.E.S.P.s Savings Plans R.R.S.P.s 
Pension Plans R.E.S.P.s 1 ",savings_plans_r_r_s_p_s_pension_plans_r_e_s_p_s_sa,currency,0,False,"{'table_index': 4, 'row_index': 17}",,
0.7,"Table 5, Row 22",,docx_table,Life Insurance Life Insurance 1                                                 $      ,life_insurance_life_insurance_1,currency,0,False,"{'table_index': 4, 'row_index': 21}",,
0.7,"Table 5, Row 23",,docx_table,Life Insurance Life Insurance 2                                                 $      ,life_insurance_life_insurance_2,currency,0,False,"{'table_index': 4, 'row_index': 22}",,
0.7,"Table 5, Row 24",,docx_table,Life Insurance Life Insurance 3                                                 $      ,life_insurance_life_insurance_3,currency,0,False,"{'table_index': 4, 'row_index': 23}",,
0.7,"Table 5, Row 26",,docx_table,Interest in Business (*attach separate year-end statement for each business) Interest in Business (*,interest_in_business_attach_separate_year_end_stat,currency,0,False,"{'table_index': 4, 'row_index': 25}",,
0.7,"Table 5, Row 30",,docx_table,"Money Owed to You (for example, any court judgments in your favour, estate money and income tax refu",money_owed_to_you_for_example_any_court_judgments_,currency,0,False,"{'table_index': 4, 'row_index': 29}",,
0.7,"Table 5, Row 34",,docx_table,Other Assets Other Assets 1                                                 $      ,other_assets_other_assets_1,currency,0,False,"{'table_index': 4, 'row_index': 33}",,
0.7,"Table 5, Row 35",,docx_table,Other Assets Other Assets 2                                                 $      ,other_assets_other_assets_2,currency,0,False,"{'table_index': 4, 'row_index': 34}",,
0.7,"Table 5, Row 36",,docx_table,Other Assets Other Assets 3                                                 $      ,other_assets_other_assets_3,currency,0,False,"{'table_index': 4, 'row_index': 35}",,
0.7,"Table 5, Row 38",,docx_table,      Total Value of All Property Total Value of All Property Total Value of All Property Total Valu,total_value_of_all_property_total_value_of_all_pro,currency,0,False,"{'table_index': 4, 'row_index': 37}",,
0.7,"Table 6, Row 7",,docx_table,"Mortgages, Lines of Credits or other Loans from a Bank, Trust or Finance Company Mortgages, Lines of",mortgages_lines_of_credits_or_other_loans_from_a_b,currency,0,False,"{'table_index': 5, 'row_index': 6}",,
0.7,"Table 6, Row 10",,docx_table,Outstanding Credit Card Balances Outstanding Credit Card Balances Outstanding Credit Card Balances O,outstanding_credit_card_balances_outstanding_credi,currency,0,False,"{'table_index': 5, 'row_index': 9}",,
0.7,"Table 6, Row 13",,docx_table,Unpaid Support Amounts  Unpaid Support Amounts  Unpaid Support Amounts  Unpaid Support Amounts  Unpa,unpaid_support_amounts_unpaid_support_amounts_unpa,currency,0,False,"{'table_index': 5, 'row_index': 12}",,
0.7,"Table 6, Row 16",,docx_table,Other Debts Other Debts Other Debts Other Debts Other Debts                                     $ $ ,other_debts_other_debts_other_debts_other_debts_ot,currency,0,False,"{'table_index': 5, 'row_index': 15}",,
0.7,"Table 6, Row 20",,docx_table,          Total Amount of Debts Outstanding Total Amount of Debts Outstanding Total Amount of Debts ,total_amount_of_debts_outstanding_total_amount_of_,currency,0,False,"{'table_index': 5, 'row_index': 19}",,
0.7,"Table 6, Row 22",,docx_table,      Total Assets Total Assets Total Assets Total Assets Total Assets Total Assets Total Assets $ $,total_assets_total_assets_total_assets_total_asset,currency,0,False,"{'table_index': 5, 'row_index': 21}",,
0.7,"Table 6, Row 23",,docx_table,      Subtract Total Debts Subtract Total Debts Subtract Total Debts Subtract Total Debts Subtract T,subtract_total_debts_subtract_total_debts_subtract,currency,0,False,"{'table_index': 5, 'row_index': 22}",,
0.7,"Table 6, Row 24",,docx_table,      Net Worth Net Worth Net Worth Net Worth Net Worth Net Worth Net Worth $ $                     ,net_worth_net_worth_net_worth_net_worth_net_worth_,currency,0,False,"{'table_index': 5, 'row_index': 23}",,
0.7,"Table 7, Row 3",,docx_table,1. 1. Net partnership income Net partnership income Net partnership income Net partnership income Ne,1_1_net_partnership_income_net_partnership_income_,currency,0,False,"{'table_index': 6, 'row_index': 2}",,
0.7,"Table 7, Row 4",,docx_table,2. 2. Net rental income (Gross annual rental income of $      ) Net rental income (Gross annual rent,2_2_net_rental_income_gross_annual_rental_income_o,currency,0,False,"{'table_index': 6, 'row_index': 3}",,
0.7,"Table 7, Row 5",,docx_table,3. 3. Total amount of dividends received from taxable Canadian corporations Total amount of dividend,3_3_total_amount_of_dividends_received_from_taxabl,currency,0,False,"{'table_index': 6, 'row_index': 4}",,
0.7,"Table 7, Row 6",,docx_table,4. 4. Total capital gains ($      ) less capital losses ($      ) Total capital gains ($      ) less,4_4_total_capital_gains_less_capital_losses_total_,currency,0,False,"{'table_index': 6, 'row_index': 5}",,
0.7,"Table 7, Row 7",,docx_table,5. 5. Registered retirement savings plan withdrawals Registered retirement savings plan withdrawals ,5_5_registered_retirement_savings_plan_withdrawals,currency,0,False,"{'table_index': 6, 'row_index': 6}",,
0.7,"Table 7, Row 8",,docx_table,6. 6. Income from a Registered Retirement Income Fund or Annuity Income from a Registered Retirement,6_6_income_from_a_registered_retirement_income_fun,currency,0,False,"{'table_index': 6, 'row_index': 7}",,
0.7,"Table 7, Row 9",,docx_table,7. 7. Any other income (specify source)       Any other income (specify source)       Any other inco,7_7_any_other_income_specify_source_any_other_inco,currency,0,False,"{'table_index': 6, 'row_index': 8}",,
0.7,"Table 7, Row 11",,docx_table,         Subtotal: Subtotal: Subtotal: Subtotal: Subtotal: Subtotal: $                  ,subtotal_subtotal_subtotal_subtotal_subtotal_subto,currency,0,False,"{'table_index': 6, 'row_index': 10}",,
0.7,"Table 7, Row 22",,docx_table,6. My spouse/partner My spouse/partner My spouse/partner  earns (give amount) $ earns (give amount) ,6_my_spouse_partner_my_spouse_partner_my_spouse_pa,currency,0,False,"{'table_index': 6, 'row_index': 21}",,
0.7,"Table 7, Row 24",,docx_table,7.   My spouse/partner or other adult residing in the home contributes about $ My spouse/partner or ,7_my_spouse_partner_or_other_adult_residing_in_the,currency,0,False,"{'table_index': 6, 'row_index': 23}",,
0.7,"Table 8, Row 3",,docx_table,1.                                                 $                   $      ,1,currency,0,False,"{'table_index': 7, 'row_index': 2}",,
0.7,"Table 8, Row 4",,docx_table,2.                                                 $                   $      ,2,currency,0,False,"{'table_index': 7, 'row_index': 3}",,
0.7,"Table 8, Row 5",,docx_table,3.                                                 $                   $      ,3,currency,0,False,"{'table_index': 7, 'row_index': 4}",,
0.7,"Table 8, Row 6",,docx_table,4.                                                 $                   $      ,4,currency,0,False,"{'table_index': 7, 'row_index': 5}",,
0.7,"Table 8, Row 7",,docx_table,5.                                                 $                   $      ,5,currency,0,False,"{'table_index': 7, 'row_index': 6}",,
0.7,"Table 8, Row 8",,docx_table,6.                                                 $                   $      ,6,currency,0,False,"{'table_index': 7, 'row_index': 7}",,
0.7,"Table 8, Row 9",,docx_table,7.                                                 $                   $      ,7,currency,0,False,"{'table_index': 7, 'row_index': 8}",,
0.7,"Table 8, Row 10",,docx_table,8.                                                 $                   $      ,8,currency,0,False,"{'table_index': 7, 'row_index': 9}",,
0.7,"Table 8, Row 11",,docx_table,9.                                                 $                   $      ,9,currency,0,False,"{'table_index': 7, 'row_index': 10}",,
0.7,"Table 8, Row 12",,docx_table,10. 10.                                           $                   $      ,10_10,currency,0,False,"{'table_index': 7, 'row_index': 11}",,
0.7,"Table 8, Row 14",,docx_table,        Total Net Annual Amount Total Net Annual Amount Total Net Annual Amount $                  ,total_net_annual_amount_total_net_annual_amount_to,currency,0,False,"{'table_index': 7, 'row_index': 13}",,
0.7,"Table 8, Row 15",,docx_table,        Total Net Monthly Amount Total Net Monthly Amount Total Net Monthly Amount $                ,total_net_monthly_amount_total_net_monthly_amount_,currency,0,False,"{'table_index': 7, 'row_index': 14}",,
0.7,"Table 8, Row 17",,docx_table,    I earn $             per year which should be used to determine my share of the above expenses. ,i_earn_per_year_which_should_be_used_to_determine_,currency,0,False,"{'table_index': 7, 'row_index': 16}",,
0.7,"Table 8, Row 21",,docx_table,. . . Medical insurance premiums and certain health-related expenses for the child that cost more th,medical_insurance_premiums_and_certain_health_rela,currency,0,False,"{'table_index': 7, 'row_index': 20}",,
