confidence,context,coordinates,extraction_method,field_label,field_name,field_type,page_number,required,table_info,validation_rules,value
0.7,"Table 2, Row 28",,docx_table,7. 7. Interest and investment income Interest and investment income Interest and investment income I,7_7_interest_and_investment_income_interest_and_in,currency,0,False,"{'table_index': 1, 'row_index': 27}",,
0.7,"Table 2, Row 29",,docx_table,8. 8. Pension income (including CPP and OAS) Pension income (including CPP and OAS) Pension income (,8_8_pension_income_including_cpp_and_oas_pension_i,currency,0,False,"{'table_index': 1, 'row_index': 28}",,
0.7,"Table 2, Row 30",,docx_table,9. 9. Spousal support received from a former spouse/partner Spousal support received from a former s,9_9_spousal_support_received_from_a_former_spouse_,currency,0,False,"{'table_index': 1, 'row_index': 29}",,
0.7,"Table 2, Row 31",,docx_table,10. 10. Child Tax Benefits or Tax Rebates (e.g. GST) Child Tax Benefits or Tax Rebates (e.g. GST) Ch,10_10_child_tax_benefits_or_tax_rebates_e_g_gst_ch,currency,0,False,"{'table_index': 1, 'row_index': 30}",,
0.7,"Table 2, Row 32",,docx_table,"11. 11. Other sources of income (e.g. RRSP withdrawals, capital gains) (*attach Schedule A and divid",11_11_other_sources_of_income_e_g_rrsp_withdrawals,currency,0,False,"{'table_index': 1, 'row_index': 31}",,
0.7,"Table 2, Row 33",,docx_table,12. 12. Total monthly income from all sources: Total monthly income from all sources: Total monthly ,12_12_total_monthly_income_from_all_sources_total_,currency,0,False,"{'table_index': 1, 'row_index': 32}",,
0.7,"Table 2, Row 34",,docx_table,13. 13. Total monthly income X 12 = Total annual income: Total monthly income X 12 = Total annual in,13_13_total_monthly_income_x_12_total_annual_incom,currency,0,False,"{'table_index': 1, 'row_index': 33}",,
0.7,"Table 3, Row 7",,docx_table,                                                      $                  ,field,currency,0,False,"{'table_index': 2, 'row_index': 6}",,
0.7,"Table 3, Row 14",,docx_table,"CPP contributions CPP contributions CPP contributions $         Public transit, taxis Public transit",cpp_contributions_cpp_contributions_cpp_contributi,currency,0,False,"{'table_index': 2, 'row_index': 13}",,
0.7,"Table 3, Row 15",,docx_table,EI premiums EI premiums EI premiums $         Gas and oil Gas and oil Gas and oil Gas and oil $     ,ei_premiums_ei_premiums_ei_premiums_gas_and_oil_ga,currency,0,False,"{'table_index': 2, 'row_index': 14}",,
0.7,"Table 3, Row 16",,docx_table,Income taxes Income taxes Income taxes $         Car insurance and license Car insurance and license,income_taxes_income_taxes_income_taxes_car_insuran,currency,0,False,"{'table_index': 2, 'row_index': 15}",,
0.7,"Table 3, Row 17",,docx_table,Employee pension contributions Employee pension contributions Employee pension contributions $      ,employee_pension_contributions_employee_pension_co,currency,0,False,"{'table_index': 2, 'row_index': 16}",,
0.7,"Table 3, Row 18",,docx_table,Union dues Union dues Union dues $         Parking Parking Parking Parking $      ,union_dues_union_dues_union_dues_parking_parking_p,currency,0,False,"{'table_index': 2, 'row_index': 17}",,
0.7,"Table 3, Row 19",,docx_table,SUBTOTAL SUBTOTAL SUBTOTAL $         Car Loan or Lease Payments Car Loan or Lease Payments Car Loan ,subtotal_subtotal_subtotal_car_loan_or_lease_payme,currency,0,False,"{'table_index': 2, 'row_index': 18}",,
0.7,"Table 3, Row 20",,docx_table,Housing Housing Housing Housing Housing   SUBTOTAL SUBTOTAL SUBTOTAL SUBTOTAL $      ,housing_housing_housing_housing_housing_subtotal_s,currency,0,False,"{'table_index': 2, 'row_index': 19}",,
0.7,"Table 3, Row 21",,docx_table,Rent or mortgage Rent or mortgage Rent or mortgage $         Health Health Health Health Health Heal,rent_or_mortgage_rent_or_mortgage_rent_or_mortgage,currency,0,False,"{'table_index': 2, 'row_index': 20}",,
0.7,"Table 3, Row 22",,docx_table,Property taxes Property taxes Property taxes $         Health insurance premiums Health insurance pr,property_taxes_property_taxes_property_taxes_healt,currency,0,False,"{'table_index': 2, 'row_index': 21}",,
0.7,"Table 3, Row 23",,docx_table,Property insurance Property insurance Property insurance $         Dental expenses Dental expenses D,property_insurance_property_insurance_property_ins,currency,0,False,"{'table_index': 2, 'row_index': 22}",,
0.7,"Table 3, Row 24",,docx_table,Condominium fees Condominium fees Condominium fees $         Medicine and drugs Medicine and drugs M,condominium_fees_condominium_fees_condominium_fees,currency,0,False,"{'table_index': 2, 'row_index': 23}",,
0.7,"Table 3, Row 25",,docx_table,Repairs and maintenance Repairs and maintenance Repairs and maintenance $         Eye care Eye care ,repairs_and_maintenance_repairs_and_maintenance_re,currency,0,False,"{'table_index': 2, 'row_index': 24}",,
0.7,"Table 3, Row 26",,docx_table,SUBTOTAL SUBTOTAL SUBTOTAL $         SUBTOTAL SUBTOTAL SUBTOTAL SUBTOTAL $      ,subtotal_subtotal_subtotal_subtotal_subtotal_subto,currency,0,False,"{'table_index': 2, 'row_index': 25}",,
0.7,"Table 3, Row 28",,docx_table,Water Water Water $         Clothing Clothing Clothing Clothing $      ,water_water_water_clothing_clothing_clothing_cloth,currency,0,False,"{'table_index': 2, 'row_index': 27}",,
0.7,"Table 3, Row 29",,docx_table,Heat Heat Heat $         Hair care and beauty Hair care and beauty Hair care and beauty Hair care an,heat_heat_heat_hair_care_and_beauty_hair_care_and_,currency,0,False,"{'table_index': 2, 'row_index': 28}",,
0.7,"Table 3, Row 30",,docx_table,Electricity Electricity Electricity $         Alcohol and tobacco Alcohol and tobacco Alcohol and to,electricity_electricity_electricity_alcohol_and_to,currency,0,False,"{'table_index': 2, 'row_index': 29}",,
0.7,"Table 4, Row 5",,docx_table,Telephone Telephone Telephone Telephone Telephone Telephone Telephone $ $                           ,telephone_telephone_telephone_telephone_telephone_,currency,0,False,"{'table_index': 3, 'row_index': 4}",,
0.7,"Table 4, Row 6",,docx_table,Cell phone Cell phone Cell phone Cell phone Cell phone Cell phone Cell phone $ $                    ,cell_phone_cell_phone_cell_phone_cell_phone_cell_p,currency,0,False,"{'table_index': 3, 'row_index': 5}",,
0.7,"Table 4, Row 7",,docx_table,Cable Cable Cable Cable Cable Cable Cable $ $                           Gifts Gifts Gifts Gifts Gift,cable_cable_cable_cable_cable_cable_cable_gifts_gi,currency,0,False,"{'table_index': 3, 'row_index': 6}",,
0.7,"Table 4, Row 8",,docx_table,Internet Internet Internet Internet Internet Internet Internet $ $                           SUBTOTA,internet_internet_internet_internet_internet_inter,currency,0,False,"{'table_index': 3, 'row_index': 7}",,
0.7,"Table 4, Row 9",,docx_table,SUBTOTAL SUBTOTAL SUBTOTAL SUBTOTAL SUBTOTAL SUBTOTAL SUBTOTAL $ $                           Other e,subtotal_subtotal_subtotal_subtotal_subtotal_subto,currency,0,False,"{'table_index': 3, 'row_index': 8}",,
0.7,"Table 4, Row 10",,docx_table,Household Expenses Household Expenses Household Expenses Household Expenses Household Expenses House,household_expenses_household_expenses_household_ex,currency,0,False,"{'table_index': 3, 'row_index': 9}",,
0.7,"Table 4, Row 11",,docx_table,Groceries Groceries Groceries Groceries Groceries Groceries Groceries $ $                           ,groceries_groceries_groceries_groceries_groceries_,currency,0,False,"{'table_index': 3, 'row_index': 10}",,
0.7,"Table 4, Row 12",,docx_table,Household supplies Household supplies Household supplies Household supplies Household supplies House,household_supplies_household_supplies_household_su,currency,0,False,"{'table_index': 3, 'row_index': 11}",,
0.7,"Table 4, Row 13",,docx_table,Meals outside the home Meals outside the home Meals outside the home Meals outside the home Meals ou,meals_outside_the_home_meals_outside_the_home_meal,currency,0,False,"{'table_index': 3, 'row_index': 12}",,
0.7,"Table 4, Row 14",,docx_table,Pet care Pet care Pet care Pet care Pet care Pet care Pet care $ $                           Clothin,pet_care_pet_care_pet_care_pet_care_pet_care_pet_c,currency,0,False,"{'table_index': 3, 'row_index': 13}",,
0.7,"Table 4, Row 15",,docx_table,Laundry and Dry Cleaning Laundry and Dry Cleaning Laundry and Dry Cleaning Laundry and Dry Cleaning ,laundry_and_dry_cleaning_laundry_and_dry_cleaning_,currency,0,False,"{'table_index': 3, 'row_index': 14}",,
0.7,"Table 4, Row 17",,docx_table,Childcare Costs Childcare Costs Childcare Costs Childcare Costs Childcare Costs Childcare Costs Chil,childcare_costs_childcare_costs_childcare_costs_ch,currency,0,False,"{'table_index': 3, 'row_index': 16}",,
0.7,"Table 4, Row 18",,docx_table,Daycare expense Daycare expense Daycare expense Daycare expense Daycare expense Daycare expense Dayc,daycare_expense_daycare_expense_daycare_expense_da,currency,0,False,"{'table_index': 3, 'row_index': 17}",,
0.7,"Table 4, Row 19",,docx_table,Babysitting costs Babysitting costs Babysitting costs Babysitting costs Babysitting costs Babysittin,babysitting_costs_babysitting_costs_babysitting_co,currency,0,False,"{'table_index': 3, 'row_index': 18}",,
0.7,"Table 4, Row 22",,docx_table,            Total Amount of Monthly Expenses Total Amount of Monthly Expenses Total Amount of Monthl,total_amount_of_monthly_expenses_total_amount_of_m,currency,0,False,"{'table_index': 3, 'row_index': 21}",,
0.7,"Table 4, Row 23",,docx_table,            Total Amount of Yearly Expenses Total Amount of Yearly Expenses Total Amount of Yearly E,total_amount_of_yearly_expenses_total_amount_of_ye,currency,0,False,"{'table_index': 3, 'row_index': 22}",,
0.7,"Table 4, Row 32",,docx_table,6. My spouse/partner My spouse/partner My spouse/partner  earns (give amount) $ earns (give amount) ,6_my_spouse_partner_my_spouse_partner_my_spouse_pa,currency,0,False,"{'table_index': 3, 'row_index': 31}",,
0.7,"Table 4, Row 34",,docx_table,7. My spouse/partner or other adult residing in the home contributes about $ My spouse/partner or ot,7_my_spouse_partner_or_other_adult_residing_in_the,currency,0,False,"{'table_index': 3, 'row_index': 33}",,
0.7,"Table 5, Row 13",,docx_table,                                                $             $ $       $            ,field,currency,0,False,"{'table_index': 4, 'row_index': 12}",,
0.7,"Table 5, Row 14",,docx_table,15.  TOTAL VALUE OF LAND 15.  TOTAL VALUE OF LAND 15.  TOTAL VALUE OF LAND 15.  TOTAL VALUE OF LAND ,15_total_value_of_land_15_total_value_of_land_15_t,currency,0,False,"{'table_index': 4, 'row_index': 13}",,
0.7,"Table 5, Row 19",,docx_table,Household goods & furniture Household goods & furniture                                     $       ,household_goods_furniture_household_goods_furnitur,currency,0,False,"{'table_index': 4, 'row_index': 18}",,
0.7,"Table 5, Row 20",,docx_table,"Cars, boats, vehicles Cars, boats, vehicles                                     $             $ $   ",cars_boats_vehicles_cars_boats_vehicles,currency,0,False,"{'table_index': 4, 'row_index': 19}",,
0.7,"Table 5, Row 21",,docx_table,"Jewellery, art, electronics, tools, sports & hobby equipment Jewellery, art, electronics, tools, spo",jewellery_art_electronics_tools_sports_hobby_equip,currency,0,False,"{'table_index': 4, 'row_index': 20}",,
0.7,"Table 5, Row 22",,docx_table,Other special items Other special items                                     $             $ $       ,other_special_items_other_special_items,currency,0,False,"{'table_index': 4, 'row_index': 21}",,
0.7,"Table 5, Row 23",,docx_table,16.  TOTAL VALUE OF GENERAL HOUSEHOLD ITEMS AND VEHICLES 16.  TOTAL VALUE OF GENERAL HOUSEHOLD ITEMS,16_total_value_of_general_household_items_and_vehi,currency,0,False,"{'table_index': 4, 'row_index': 22}",,
0.7,"Table 6, Row 8",,docx_table,                                          $       $ $       $      ,field,currency,0,False,"{'table_index': 5, 'row_index': 7}",,
0.7,"Table 6, Row 9",,docx_table,"17.  TOTAL VALUE OF ACCOUNTS, SAVINGS, SECURITIES AND PENSIONS 17.  TOTAL VALUE OF ACCOUNTS, SAVINGS",17_total_value_of_accounts_savings_securities_and_,currency,0,False,"{'table_index': 5, 'row_index': 8}",,
0.7,"Table 6, Row 15",,docx_table,18.  TOTAL CASH SURRENDER VALUE OF INSURANCE POLICIES 18.  TOTAL CASH SURRENDER VALUE OF INSURANCE P,18_total_cash_surrender_value_of_insurance_policie,currency,0,False,"{'table_index': 5, 'row_index': 14}",,
0.7,"Table 6, Row 21",,docx_table,19.  TOTAL VALUE OF BUSINESS INTERESTS 19.  TOTAL VALUE OF BUSINESS INTERESTS 19.  TOTAL VALUE OF BU,19_total_value_of_business_interests_19_total_valu,currency,0,False,"{'table_index': 5, 'row_index': 20}",,
0.7,"Table 7, Row 8",,docx_table,                                    $       $ $       $      ,field,currency,0,False,"{'table_index': 6, 'row_index': 7}",,
0.7,"Table 7, Row 9",,docx_table,20.  TOTAL OF MONEY OWED TO YOU 20.  TOTAL OF MONEY OWED TO YOU 20.  TOTAL OF MONEY OWED TO YOU 20. ,20_total_of_money_owed_to_you_20_total_of_money_ow,currency,0,False,"{'table_index': 6, 'row_index': 8}",,
0.7,"Table 7, Row 15",,docx_table,21.  TOTAL VALUE OF OTHER PROPERTY 21.  TOTAL VALUE OF OTHER PROPERTY 21.  TOTAL VALUE OF OTHER PROP,21_total_value_of_other_property_21_total_value_of,currency,0,False,"{'table_index': 6, 'row_index': 14}",,
0.7,"Table 7, Row 16",,docx_table,"22.  VALUE OF ALL PROPERTY OWNED ON THE VALUATION DATE
(Add items [15] to [21].) 22.  VALUE OF ALL P",22_value_of_all_property_owned_on_the_valuation_da,date,0,False,"{'table_index': 6, 'row_index': 15}",,
0.7,"Table 7, Row 25",,docx_table,23.  TOTAL OF DEBTS AND OTHER LIABILITIES 23.  TOTAL OF DEBTS AND OTHER LIABILITIES 23.  TOTAL OF DE,23_total_of_debts_and_other_liabilities_23_total_o,currency,0,False,"{'table_index': 6, 'row_index': 24}",,
0.7,"Table 8, Row 9",,docx_table,                        $ $                         $ $      ,field,currency,0,False,"{'table_index': 7, 'row_index': 8}",,
0.7,"Table 8, Row 24",,docx_table,TOTALS TOTALS TOTALS TOTALS $                               $            ,totals_totals_totals_totals,currency,0,False,"{'table_index': 7, 'row_index': 23}",,
0.7,"Table 8, Row 25",,docx_table,"24.  NET VALUE OF PROPERTY OWNED ON DATE OF MARRIAGE
(From the total of the “Assets” column, subtrac",24_net_value_of_property_owned_on_date_of_marriage,date,0,False,"{'table_index': 7, 'row_index': 24}",,
0.7,"Table 8, Row 26",,docx_table,25.  VALUE OF ALL DEDUCTIONS  (Add items [23] and [24].) 25.  VALUE OF ALL DEDUCTIONS  (Add items [2,25_value_of_all_deductions_add_items_23_and_24_25_,currency,0,False,"{'table_index': 7, 'row_index': 25}",,
0.7,"Table 8, Row 31",,docx_table,26.  TOTAL VALUE OF EXCLUDED PROPERTY 26.  TOTAL VALUE OF EXCLUDED PROPERTY 26.  TOTAL VALUE OF EXCL,26_total_value_of_excluded_property_26_total_value,currency,0,False,"{'table_index': 7, 'row_index': 30}",,
0.7,"Table 9, Row 7",,docx_table,                                                                                                $ $ ,field,currency,0,False,"{'table_index': 8, 'row_index': 6}",,
0.7,"Table 9, Row 8",,docx_table,27.  TOTAL VALUE OF DISPOSED-OF PROPERTY 27.  TOTAL VALUE OF DISPOSED-OF PROPERTY 27.  TOTAL VALUE O,27_total_value_of_disposed_of_property_27_total_va,currency,0,False,"{'table_index': 8, 'row_index': 7}",,
0.7,"Table 9, Row 11",,docx_table,Value of all property owned on valuation date  (from item [22] above) Value of all property owned on,value_of_all_property_owned_on_valuation_date_from,date,0,False,"{'table_index': 8, 'row_index': 10}",,
0.7,"Table 9, Row 12",,docx_table,Subtract value of all deductions  (from item [25] above) Subtract value of all deductions  (from ite,subtract_value_of_all_deductions_from_item_25_abov,currency,0,False,"{'table_index': 8, 'row_index': 11}",,
0.7,"Table 9, Row 13",,docx_table,Subtract total value of excluded property  (from item [26] above) Subtract total value of excluded p,subtract_total_value_of_excluded_property_from_ite,currency,0,False,"{'table_index': 8, 'row_index': 12}",,
0.7,"Table 9, Row 14",,docx_table,28.  NET FAMILY PROPERTY 28.  NET FAMILY PROPERTY 28.  NET FAMILY PROPERTY 28.  NET FAMILY PROPERTY ,28_net_family_property_28_net_family_property_28_n,currency,0,False,"{'table_index': 8, 'row_index': 13}",,
0.7,"Table 10, Row 3",,docx_table,1. 1. 1. 1. 1. Net partnership income Net partnership income Net partnership income Net partnership ,1_1_1_1_1_net_partnership_income_net_partnership_i,currency,0,False,"{'table_index': 9, 'row_index': 2}",,
0.7,"Table 10, Row 4",,docx_table,2. 2. 2. 2. 2. Net rental income (Gross annual rental income of $      ) Net rental income (Gross an,2_2_2_2_2_net_rental_income_gross_annual_rental_in,currency,0,False,"{'table_index': 9, 'row_index': 3}",,
0.7,"Table 10, Row 5",,docx_table,3. 3. 3. 3. 3. Total amount of dividends received from taxable Canadian corporations Total amount of,3_3_3_3_3_total_amount_of_dividends_received_from_,currency,0,False,"{'table_index': 9, 'row_index': 4}",,
0.7,"Table 10, Row 6",,docx_table,4. 4. 4. 4. 4. Total capital gains ($      ) less capital losses ($      ) Total capital gains ($   ,4_4_4_4_4_total_capital_gains_less_capital_losses_,currency,0,False,"{'table_index': 9, 'row_index': 5}",,
0.7,"Table 10, Row 7",,docx_table,5. 5. 5. 5. 5. Registered retirement savings plan withdrawals Registered retirement savings plan wit,5_5_5_5_5_registered_retirement_savings_plan_withd,currency,0,False,"{'table_index': 9, 'row_index': 6}",,
0.7,"Table 10, Row 8",,docx_table,6. 6. 6. 6. 6. Income from a Registered Retirement Income Fund or Annuity Income from a Registered R,6_6_6_6_6_income_from_a_registered_retirement_inco,currency,0,False,"{'table_index': 9, 'row_index': 7}",,
0.7,"Table 10, Row 9",,docx_table,7. 7. 7. 7. 7. Any other income (specify source)       Any other income (specify source)       Any o,7_7_7_7_7_any_other_income_specify_source_any_othe,currency,0,False,"{'table_index': 9, 'row_index': 8}",,
0.7,"Table 10, Row 11",,docx_table,          Subtotal: Subtotal: Subtotal: $ $                        ,subtotal_subtotal_subtotal,currency,0,False,"{'table_index': 9, 'row_index': 10}",,
0.7,"Table 10, Row 14",,docx_table,1.                                                             $                               $    ,1,currency,0,False,"{'table_index': 9, 'row_index': 13}",,
0.7,"Table 10, Row 15",,docx_table,2.                                                             $                               $    ,2,currency,0,False,"{'table_index': 9, 'row_index': 14}",,
0.7,"Table 10, Row 16",,docx_table,3.                                                             $                               $    ,3,currency,0,False,"{'table_index': 9, 'row_index': 15}",,
0.7,"Table 10, Row 17",,docx_table,4.                                                             $                               $    ,4,currency,0,False,"{'table_index': 9, 'row_index': 16}",,
0.7,"Table 10, Row 18",,docx_table,5.                                                             $                               $    ,5,currency,0,False,"{'table_index': 9, 'row_index': 17}",,
0.7,"Table 10, Row 19",,docx_table,6.                                                             $                               $    ,6,currency,0,False,"{'table_index': 9, 'row_index': 18}",,
0.7,"Table 10, Row 20",,docx_table,7.                                                             $                               $    ,7,currency,0,False,"{'table_index': 9, 'row_index': 19}",,
0.7,"Table 10, Row 21",,docx_table,8.                                                             $                               $    ,8,currency,0,False,"{'table_index': 9, 'row_index': 20}",,
0.7,"Table 10, Row 22",,docx_table,9.                                                             $                               $    ,9,currency,0,False,"{'table_index': 9, 'row_index': 21}",,
0.7,"Table 10, Row 23",,docx_table,10. 10.                                                       $                               $     ,10_10,currency,0,False,"{'table_index': 9, 'row_index': 22}",,
0.7,"Table 10, Row 25",,docx_table,         Total Net Annual Amount Total Net Annual Amount Total Net Annual Amount Total Net Annual Am,total_net_annual_amount_total_net_annual_amount_to,currency,0,False,"{'table_index': 9, 'row_index': 24}",,
0.7,"Table 10, Row 26",,docx_table,         Total Net Monthly Amount Total Net Monthly Amount Total Net Monthly Amount Total Net Monthl,total_net_monthly_amount_total_net_monthly_amount_,currency,0,False,"{'table_index': 9, 'row_index': 25}",,
0.7,"Table 10, Row 28",,docx_table,    I earn $ I earn $             per year which should be used to determine my share of the above e,i_earn_i_earn_per_year_which_should_be_used_to_det,currency,0,False,"{'table_index': 9, 'row_index': 27}",,
0.7,"Table 10, Row 31",,docx_table,. . . Medical insurance premiums and certain health-related expenses for the child that cost more th,medical_insurance_premiums_and_certain_health_rela,currency,0,False,"{'table_index': 9, 'row_index': 30}",,
